"neo","pha","sats","e","a","i","om","w","moid_jup"
"Y","N",0,0.6124,2.475,3.34,10.07,327.1,1.41
"Y","N",0,0.5318,2.308,45.31,202.77,139.38,2.43
"Y","N",0,0.2,1.116,22.55,18.33,208.96,3.65
"Y","N",0,0.5252,2.271,4.89,25.62,353.1,2
"Y","N",0,0.4458,1.952,9.18,211.69,138.51,2.66
"Y","N",0,0.071,1.086,8.54,180.11,153.79,3.92
"Y","N",0,0.2298,0.8642,3.92,181.71,338.47,3.92
"Y","N",0,0.5647,2.695,17.82,225.25,163.27,1.31
"Y","N",0,0.3291,1.238,10.83,196.12,253.64,3.61
"Y","N",0,0.4068,1.592,16.28,180.66,134.13,3.17
"N","N",0,0.4085,2.213,8.94,311.26,343.23,2.12
"Y","N",0,0.4612,1.783,3.44,150.95,165.96,2.71
"Y","N",0,0.3166,1.518,5.17,13.07,0.12,3.46
"Y","N",0,0.1797,1.093,1.8,38.31,93.53,3.74
"Y","N",0,0.5278,2.385,2.27,273.45,36.39,1.66
"N","N",0,0.4753,2.486,9.17,110.34,278.67,1.88
"N","N",0,0.383,2.534,27.93,353.16,68.5,2.58
"N","N",0,0.4037,2.6,12.44,83.93,305.46,1.91
"Y","N",0,0.7029,1.645,3.81,115.26,3.24,2.33
"Y","N",0,0.3273,1.53,17.77,190.72,251.41,3.37
"Y","N",0,0.4373,1.773,2.13,18.04,298.51,2.77
"Y","N",0,0.3726,1.674,4.91,297.21,154.38,2.93
"Y","N",0,0.2186,1.033,3.29,8.73,97.82,3.84
"Y","N",0,0.5774,2.481,1.57,323.12,40.99,1.55
"Y","N",0,0.3289,1.428,20.19,5.89,316.56,3.52
"Y","N",0,0.5505,2.328,3.86,58.17,359.77,1.77
"Y","N",0,0.5525,2.228,9.64,187.95,167.3,2
"Y","N",0,0.3646,1.522,4.87,7.71,38.03,3.34
"Y","N",0,0.2595,1.722,6.84,18.41,358.57,3.29
"Y","N",0,0.3692,2.048,5.11,283.04,93.53,2.69
"N","N",0,0.3628,2.262,7.66,75.28,265.19,2.36
"N","N",0,0.3569,2.138,4.3,235.72,148.29,2.56
"N","N",0,0.419,2.578,29.45,69.66,249.24,2.24
"Y","N",0,0.6892,2.757,2.8,326.21,339.24,0.627
"Y","N",0,0.2238,1.534,16.6,8.75,344.33,3.56
"Y","N",0,0.3683,1.573,9.94,194.77,221.4,3.25
"N","N",0,0.0771,1.554,25.46,4.92,62.63,3.46
"Y","N",0,0.5247,1.884,3.24,352.71,323.87,2.45
"N","N",0,0.3328,2,29.86,3.04,73.2,3.14
"Y","N",0,0.3052,1.647,26.83,354.95,354.66,3.28
"N","N",0,0.2989,2.158,25.94,70.41,284.89,3.01
"N","N",0,0.5246,2.852,20.32,117.34,345.44,0.89
"Y","N",0,0.2111,1.366,15.13,206.22,125.59,3.72
"Y","N",0,0.6594,1.999,6.77,191.85,94.3,1.94
"Y","N",0,0.4487,1.638,5.6,42.22,257.27,2.88
"Y","N",0,0.0493,1.065,4.38,185.1,181.58,3.94
"N","N",0,0.0936,1.827,22.2,59.56,248.32,3.14
"Y","N",0,0.3596,1.589,17.55,188.57,191.28,3.3
"N","N",0,0.305,2.317,3.9,223.23,111.09,2.37
"N","N",0,0.2693,2.196,3.52,49.53,280.15,2.57
"Y","N",0,0.1701,1.323,20.04,175.59,150.34,3.78
"Y","N",0,0.1568,1.188,6.52,191.85,234.15,3.84
"Y","N",0,0.6132,3.013,23.06,6.99,356.15,0.597
"N","N",0,0.4532,2.583,4.75,359.69,42.27,1.71
"Y","N",0,0.6386,2.529,9.03,168.72,149.99,1.27
"Y","N",0,0.4275,1.807,3.23,13.1,333.23,2.84
"Y","N",0,0.5253,2.338,3.22,269.96,119.3,1.91
"Y","N",0,0.472,1.334,7.03,196.44,264.55,3.25
"N","N",0,0.4022,2.704,15.28,16.51,36.9,1.78
"N","N",0,0.391,2.471,3.26,218.89,159.8,2.03
"Y","N",0,0.4574,1.673,9.97,172.87,145.24,2.91
"N","N",0,0.3402,1.981,3.11,12.81,359.11,2.8
"Y","N",0,0.4374,2.17,10.99,119.05,180.3,2.12
"Y","N",0,0.5157,2.438,4.53,20.35,330.38,1.74
"Y","N",0,0.4937,1.975,3.21,11.45,60.77,2.38
"N","N",0,0.3009,2.359,3.64,273.83,66.51,2.35
"N","N",0,0.2684,2.199,6.5,244.12,124.74,2.71
"Y","N",0,0.178,1.203,9.37,33.88,37.11,3.82
"Y","N",0,0.5032,2.392,6.26,236.94,179.31,1.79
"Y","N",0,0.4811,2.409,6.67,339.1,85.6,1.87
"N","N",0,0.2782,2.281,4.08,222.22,136.26,2.55
"Y","N",0,0.5687,2.853,8.88,325.16,136.87,0.853
"N","N",0,0.2539,2.208,6.28,40.62,308.44,2.67
"N","N",0,0.2811,2.231,5.34,30.66,332.26,2.59
"N","N",0,0.2713,2.201,23.39,356.64,57.2,2.89
"N","N",0,0.2671,2.184,3.94,73.23,282.76,2.68
"Y","N",0,0.5633,2.025,11.6,219.49,217.52,2.2
"N","N",0,0.2941,2.343,7.67,195.33,193.18,2.42
"N","N",0,0.2742,2.288,6.68,22.42,310.95,2.48
"N","N",0,0.2709,2.25,6.85,214.95,191.31,2.55
"N","N",0,0.2805,2.21,7.14,112.05,256.31,2.65
"N","N",0,0.1781,1.918,20.43,353.73,128.59,2.84
"N","N",0,0.0539,1.754,23.91,126.05,134.19,3.32
"N","N",0,0.3664,2.561,28.6,199.3,77.84,2.21
"N","N",0,0.383,2.595,7.92,9.98,15.05,1.88
"Y","N",0,0.5439,2.477,18.77,59.7,30.71,1.62
"N","N",0,0.1257,1.846,25.14,170.85,152.13,3.3
"Y","N",0,0.4508,2.15,7.06,44.3,278.14,2.27
"Y","N",0,0.5652,2.856,10.25,168.59,296.2,1.04
"N","N",0,0.2516,2.204,9.81,124.37,246.43,2.74
"N","N",0,0.4118,2.63,12.04,341.26,320.43,1.65
"N","N",0,0.276,2.198,7.75,69.46,265.7,2.61
"N","N",0,0.3206,2.213,5.03,87.74,336.4,2.42
"N","N",0,0.2854,2.243,24.23,220.15,104.9,2.87
"N","N",0,0.435,2.326,9.2,119.39,213.75,2.06
"N","N",0,0.3372,2.362,4.07,211.63,160.48,2.31
"N","N",0,0.4095,2.58,16.37,231.75,100.17,2.19
"N","N",0,0.2918,2.352,22.96,70.06,268.19,2.7
"N","N",0,0.4076,2.638,11.78,203.95,169.55,1.76
"Y","N",0,0.088,1.362,9.17,19.61,288.1,3.62
"N","N",0,0.2915,2.248,6.38,357.05,60.88,2.51
"Y","N",0,0.0385,1.145,1.22,9.41,278.22,3.81
"N","N",0,0.4899,3.034,24.94,20.01,320.82,1.3
"N","N",0,0.1795,1.858,20.8,357.07,98.57,3.04
"N","N",0,0.0676,1.71,22.04,15.83,29.54,3.34
"N","N",0,0.31,2.4,11.84,220.11,116.88,2.4
"N","N",0,0.4511,2.9,19.06,9.37,19.01,1.35
"N","N",0,0.1352,1.853,19.75,226.69,117.45,3.26
"Y","N",0,0.5566,2.617,9.2,304.2,174.7,1.06
"N","N",0,0.3186,2.311,7.9,45.41,288.84,2.38
"N","N",0,0.2585,2.195,3.83,203.87,208.56,2.62
"N","N",0,0.3273,2.352,2.41,126.32,259.51,2.33
"Y","N",0,0.1896,1.136,4.65,186.8,119.11,3.82
"Y","N",0,0.4003,1.558,13.86,191.88,129.06,3.23
"Y","N",0,0.3787,1.636,9.23,186.73,214.9,3.18
"Y","N",0,0.4034,1.527,12.97,188.52,234.9,3.27
"Y","N",0,0.3257,1.452,3.94,12.12,25.85,3.51
"Y","N",0,0.3017,1.357,0.68,188.82,222.63,3.61
"Y","N",0,0.5799,2.283,6.99,6.7,332.67,1.81
"Y","N",0,0.2372,0.8933,19.2,191.11,323.69,3.89
"Y","N",0,0.4135,1.179,3.03,6.49,98.95,3.49
"Y","N",0,0.4285,1.026,13.81,179.94,71.69,3.61
"N","N",0,0.1463,1.779,19.74,229.7,243.69,3.23
"Y","N",0,0.2731,1.417,12.95,192.1,179.8,3.66
"Y","N",0,0.2199,1.053,9.28,200.98,58.07,3.75
"Y","N",0,0.2669,1.435,18.22,12.91,328.07,3.62
"Y","N",0,0.098,1.146,13.27,189.59,187.98,3.92
"Y","N",0,0.4517,1.221,24.12,14.07,97.48,3.53
"Y","N",0,0.4638,1.921,4.69,216.1,124.02,2.62
"Y","N",0,0.1367,1.031,10.39,7.53,274.36,3.9
"Y","N",0,0.5764,2.215,6.48,195.7,133.54,1.93
"Y","N",0,0.2791,0.9937,14.08,190.21,289.47,3.83
"Y","N",0,0.2348,1.342,29.94,7.69,22.97,3.83
"Y","N",0,0.4859,1.112,8.07,15.85,106.08,3.46
"Y","N",0,0.5701,1.016,22.91,201.9,36.58,3.45
"Y","N",0,0.0468,1.097,20.14,196.73,244.26,3.88
"Y","N",0,0.5275,2.05,5.93,14.52,49.33,2.26
"Y","N",0,0.4554,1.889,5.11,357.87,357.84,2.69
"Y","N",0,0.5575,2.742,17.15,30.37,353.93,1.18
"Y","N",0,0.5201,2.109,6.03,3.12,345.81,2.22
"Y","N",0,0.4874,2.015,3.71,8.92,354.25,2.46
"Y","N",0,0.548,2.215,4.43,254.8,63.04,1.93
"Y","N",0,0.6531,1.678,4.04,336.57,132.43,2.4
"Y","N",0,0.5992,2.57,2,106.62,262.96,1.35
"Y","N",0,0.4666,1.786,2.12,357.73,336.74,2.76
"Y","N",0,0.5239,1.041,33.49,184.47,61.27,3.61
"N","N",0,0.3693,2.293,8.78,346.16,17.35,2.33
"Y","Y",0,0.658,2.602,30.74,217.33,225.77,1.76
"Y","N",0,0.5458,2.306,2.5,24.28,8.98,1.89
"Y","N",0,0.2652,1.227,10.72,193.25,111.18,3.69
"Y","N",0,0.3774,1.643,4.88,352.43,47.4,3.18
"Y","N",0,0.766,1.376,29.99,170.38,337.1,2.68
"Y","N",0,0.3561,1.477,8.1,6.56,318.71,3.35
"Y","N",0,0.3465,1.54,6.32,77.28,3.59,3.19
"Y","N",0,0.5953,2.455,2.64,206.21,189.77,1.52
"Y","N",0,0.2952,1.459,2.65,299.34,120.99,3.45
"Y","N",0,0.2969,1.382,16.02,14.78,42.78,3.64
"Y","N",0,0.3293,1.873,11.59,214.56,148.16,3
"Y","N",0,0.2907,0.8175,15.66,189.73,357.38,3.9
"Y","N",0,0.625,1.886,2.33,130.02,331.6,2.14
"Y","N",0,0.4666,1.51,14.25,192.1,105.12,3.12
"Y","N",0,0.1521,0.8732,1.17,17.45,170.82,3.95
"Y","N",0,0.2624,1.152,8.6,196.54,255.45,3.74
"Y","N",0,0.5996,2.575,4.15,193.07,177.06,1.35
"Y","N",0,0.233,1.334,15.67,16.02,33.15,3.78
"Y","N",0,0.4457,1.947,1.19,231.39,173.72,2.6
"N","N",0,0.4397,2.369,6.6,70.56,294.18,2.07
"Y","N",0,0.4328,1.992,21.23,210.92,184.16,2.59
"Y","N",0,0.5564,2.007,1.75,356.82,66.93,2.24
"Y","N",0,0.4205,0.9098,17.53,195.95,307.91,3.77
"Y","N",0,0.3102,1.133,2.43,192.22,266.55,3.68
"Y","N",0,0.2597,1.259,1.59,202.84,225.67,3.7
"Y","N",0,0.6991,1.127,7,8.14,136.3,3.12
"Y","N",0,0.1325,1.064,29.15,191.68,264.92,3.91
"Y","N",0,0.2415,1.345,16.57,13.65,339.27,3.77
"Y","N",0,0.3497,1.618,4.61,205.96,204.04,3.21
"Y","N",0,0.5103,1.925,12.1,11.01,46.4,2.57
"Y","N",0,0.5141,1.445,6.99,191.45,96.96,3.03
"Y","N",0,0.5948,1.744,5.03,190.99,103.04,2.46
"Y","N",0,0.369,1.624,2.28,6.14,28.69,3.22
"Y","N",0,0.1506,1.144,2.43,355.39,323.3,3.86
"Y","N",0,0.6507,2.064,4.27,192.84,254.48,1.88
"Y","N",0,0.277,1.044,24.02,200.71,288.68,3.79
"Y","N",0,0.2451,1.495,31.02,191.31,162.5,3.62
"Y","N",0,0.2549,0.8687,9.47,10.36,151.12,3.89
"Y","N",0,0.5671,2.122,3.47,13.82,314.02,2.04
"Y","N",0,0.4008,1.641,11.88,18.82,24.21,3.15
"Y","N",0,0.3808,1.564,1.77,26.41,314.29,3.24
"Y","N",0,0.248,1.495,14.43,197.66,170.11,3.6
"Y","N",0,0.2571,1.318,10.63,195.19,221.38,3.71
"Y","N",0,0.6356,1.947,6.54,311.96,331.68,2.01
"Y","N",0,0.5475,1.967,3.96,188.45,237.39,2.32
"Y","N",0,0.7308,2.696,1.46,12.56,289.14,0.605
"Y","N",0,0.5765,1.573,2.43,12.04,85.42,2.74
"Y","Y",0,0.5519,1.802,4.65,241.14,219.93,2.41
"Y","N",0,0.1808,1.316,14.02,192.68,163.94,3.85
"Y","N",0,0.6447,2.845,1.09,23.83,33.33,0.72
"Y","N",0,0.4274,1.949,11.95,25.43,17.56,2.66
"Y","N",0,0.1821,1.282,24.14,11.33,330.81,3.87
"Y","N",0,0.2958,1.464,10.42,192.92,198.36,3.55
"Y","N",0,0.497,1.978,6.87,190.23,169.97,2.49
"Y","N",0,0.5367,2.26,4.81,7.81,357.88,1.99
"Y","N",0,0.4243,1.512,5.68,13.99,291.98,3.12
"Y","N",0,0.3655,1.684,15.85,15.18,331.36,3.15
"Y","N",0,0.6452,1.354,2.36,183.7,77.74,2.86
"Y","N",0,0.5678,2.411,11.9,200.42,160.92,1.72
"Y","N",0,0.4022,1.98,42.08,198.89,162.81,2.74
"Y","N",0,0.2674,1.4,29.23,192.59,181.38,3.69
"N","N",0,0.1379,1.864,27.36,214.72,92.81,3.12
"N","N",0,0.2513,1.818,27.12,14.11,56.27,3.34
"N","N",0,0.4162,2.497,17.4,42.75,328.97,1.99
"Y","N",0,0.5278,2.664,7.07,23.8,315.45,1.37
"Y","N",0,0.7706,2.117,7.56,67.21,187.39,1.32
"Y","N",0,0.3581,1.881,21.86,190.85,226.83,2.98
"Y","N",0,0.2651,1.288,5.01,19.35,46.67,3.68
"Y","N",0,0.1228,1.258,14.59,190.21,160.73,3.83
"Y","N",0,0.4309,1.75,5.61,215.97,242.09,2.72
"Y","N",0,0.1472,0.9631,28.34,193.91,293.07,3.94
"Y","N",0,0.5351,2.125,10.51,198.03,141.89,2.22
"Y","N",0,0.6602,2.802,4.46,40.72,34,0.723
"Y","N",0,0.5977,2.464,5.15,184.88,221.9,1.49
"Y","N",0,0.5093,2.479,2.29,192.49,168.36,1.71
"N","N",0,0.5575,3.029,22.71,30.72,342.42,0.821
"Y","N",0,0.3782,1.686,10.28,15.8,355.86,3.14
"Y","N",0,0.46,1.762,0.29,151.19,259.4,2.83
"Y","N",0,0.3788,1.685,29.95,202.2,125.1,3.37
"Y","N",0,0.6117,2.515,3.02,195.6,199.28,1.39
"Y","N",0,0.0881,0.9925,10.14,14.24,250.89,3.93
"Y","N",0,0.5808,2.468,4.16,347.76,14.82,1.56
"Y","N",0,0.1978,1.146,10.56,193.37,245.01,3.85
"Y","N",0,0.6511,2.712,1.62,357.16,60.28,0.929
"Y","N",0,0.1531,1.018,28.55,16.92,136.28,3.82
"N","N",0,0.1233,1.699,24.62,206.7,157.68,3.45
"Y","N",0,0.3283,1.276,6.5,183.37,116.69,3.53
"Y","N",0,0.1227,1.138,11.58,17.6,43.87,3.9
"Y","N",0,0.608,2.156,0.44,61.34,254.92,1.86
"Y","N",0,0.1389,1.133,0.79,185.17,149.79,3.92
"N","N",0,0.4763,3.007,18.63,200.24,230.63,1.37
"Y","N",0,0.5673,1.837,27.96,11.88,286.94,2.96
"Y","N",0,0.4078,1.718,32.67,14.92,314.52,3.2
"Y","N",0,0.6202,2.345,2.28,207.13,116.81,1.57
"Y","N",0,0.5045,1.345,15.56,194.41,90,3.26
"Y","N",0,0.338,1.674,20.94,201.79,207.87,3.21
"N","N",0,0.4387,2.357,4.86,10.24,349.28,2.06
"Y","N",0,0.5752,0.8325,1.09,342.87,188.26,3.66
"Y","N",0,0.4527,2.186,4.72,358.4,40.98,2.28
"Y","N",0,0.5131,2.374,6.91,187.22,180.28,1.87
"Y","N",0,0.3148,1.075,13.66,22.86,253.46,3.72
"Y","N",0,0.1389,0.98,7.18,182.82,79.71,3.9
"Y","N",0,0.2303,1.461,31.05,199.3,148.04,3.72
"Y","N",0,0.3393,1.177,4.39,193.66,97.74,3.6
"Y","N",0,0.5093,2.12,9.45,222.54,196.38,2.18
"Y","N",0,0.5322,1.616,11.85,6.73,283.08,2.82
"Y","N",0,0.3153,1.361,10.68,199.79,224.78,3.57
"Y","N",0,0.2578,1.074,6.06,19.47,88.64,3.77
"Y","N",0,0.4553,1.616,5.71,43.97,261.89,2.93
"Y","N",0,0.3856,1.634,12.09,23.44,326.32,3.19
"Y","N",0,0.3268,0.8087,11.27,190.39,348.74,3.89
"Y","N",0,0.4182,1.695,4.01,199.28,199.74,3.03
"N","N",0,0.4361,2.575,26.8,180.47,272.91,2.38
"Y","N",0,0.4721,1.444,33.28,13.72,273.93,3.55
"N","N",0,0.3368,2.204,25.2,185.74,239.09,2.75
"Y","N",0,0.3044,1.276,32.33,16.01,280.61,3.76
"Y","N",0,0.3382,1.554,6.46,200.76,166.69,3.38
"Y","N",0,0.3682,2.026,4.37,93.47,301.07,2.67
"Y","N",0,0.4356,1.886,11.01,18.7,341.28,2.75
"Y","N",0,0.4503,1.907,3.25,79.21,355.94,2.54
"Y","N",0,0.3623,1.63,3.3,294.29,98.31,3.23
"Y","N",0,0.3459,1.108,1.7,29.25,247.71,3.62
"Y","N",0,0.4522,1.495,7.73,16.51,293.47,3.13
"Y","N",0,0.4348,1.648,19.18,197.48,220.48,3.1
"Y","N",0,0.2263,1.403,23.21,25.21,11.59,3.73
"Y","N",0,0.3572,1.4,2.35,186.97,249.49,3.38
"Y","N",0,0.2409,0.8977,1.6,194.1,50.17,3.89
"Y","N",0,0.5318,2.196,4.93,24.15,359.11,2.1
"Y","N",0,0.1896,1.243,27.38,23.27,47.71,3.84
"N","N",0,0.43,2.691,14.66,102.54,296.51,1.82
"Y","N",0,0.4714,0.8815,1.5,89.21,148.85,3.71
"Y","N",0,0.1544,0.9519,8.05,183.1,52.54,3.88
"N","N",0,0.094,1.646,22.34,10.27,87.15,3.31
"Y","N",0,0.6096,2.479,3.56,146.87,297.26,1.31
"Y","N",0,0.3998,1.781,7.62,56.04,277.17,2.91
"Y","N",0,0.439,2.234,39.02,14.18,281.16,3.06
"Y","N",0,0.5294,2.528,21.1,20.65,30.51,1.76
"Y","N",0,0.5277,2.479,26.1,186.8,196.41,1.72
"N","N",0,0.3925,2.348,4.64,166.73,221.77,2.19
"N","N",0,0.3339,2.181,3.45,328.36,59.84,2.56
"N","N",0,0.3745,2.572,8.44,110.49,304.58,1.9
"N","N",0,0.3412,2.102,5.55,1.89,293.37,2.42
"Y","N",0,0.089,1.007,6.69,171.15,29.14,3.86
"N","N",0,0.1468,1.907,21.23,32.8,342.13,3.27
"Y","N",0,0.3629,1.133,7.67,16.63,263.22,3.6
"Y","N",0,0.7011,3.093,3.85,17.17,325.59,0.182
"Y","N",0,0.5723,1.945,5.02,196.55,239.87,2.27
"Y","N",0,0.4245,1.608,23.8,15.44,315.74,3.23
"Y","N",0,0.3244,1.714,24.29,206.91,165.07,3.21
"Y","N",0,0.1705,1.35,23.3,203.21,168.99,3.83
"Y","N",0,0.3729,1.345,1.34,3.43,300.1,3.39
"N","N",0,0.4007,2.495,12.12,73.16,306.69,2.06
"Y","N",0,0.6093,1.815,16.89,18.51,78.46,2.56
"Y","N",0,0.1455,1.18,10.69,201.03,199.72,3.93
"Y","N",0,0.3275,1.523,13.68,215.43,205.96,3.35
"Y","N",0,0.681,2.65,30.19,199.1,119.84,2.18
"Y","N",0,0.2526,1.286,6.63,200.24,216.53,3.73
"N","N",0,0.232,1.763,16.08,323.52,91.06,3.27
"Y","N",0,0.3034,1.274,2.34,199.23,120.06,3.63
"Y","N",0,0.5956,1.943,2.17,217.97,91.6,2.2
"N","N",0,0.3766,2.622,8.8,106.24,338.23,1.67
"N","N",0,0.5707,3.062,20.4,52.45,253.87,1.53
"Y","N",0,0.5708,2.488,15.64,19.13,334.89,1.59
"Y","N",0,0.1133,1.451,28.01,22.17,343.28,3.67
"Y","N",0,0.1436,1.247,25.18,16.62,329.96,3.86
"Y","N",0,0.5339,2.653,7.57,237.33,174.56,1.34
"Y","N",0,0.5802,2.345,7.67,171.12,167.86,1.72
"Y","N",0,0.5851,2.476,4.18,182.54,188.84,1.54
"Y","N",0,0.2579,1.066,3.06,221.46,269.46,3.71
"Y","N",0,0.6154,1.483,7.66,16.57,96.47,2.78
"Y","N",0,0.7001,1.083,24.79,223.78,1.99,3.14
"Y","N",0,0.4887,2.259,20.25,4.61,70.7,2.43
"Y","N",0,0.2184,1.564,13.42,173.15,232.86,3.54
"Y","N",0,0.6269,2.128,17.07,41.15,74.12,2.06
"Y","N",0,0.6132,3.076,21.6,46.46,305.33,1.31
"N","N",0,0.4209,2.562,28.48,76.52,277.03,2.64
"N","N",0,0.3964,2.737,30.93,112.89,257.17,2.4
"Y","N",0,0.3219,1.34,10.47,24.08,53.11,3.53
"Y","N",0,0.2421,0.9418,5.17,35.51,210.23,3.84
"Y","N",0,0.3678,1.584,19.15,17.26,352.67,3.29
"Y","N",0,0.2187,1.292,18.02,16.58,333.86,3.87
"Y","N",0,0.1637,1.159,12.52,202.58,114.79,3.85
"Y","N",0,0.1133,1.044,8.58,29.25,79.74,3.89
"Y","Y",0,0.7173,2.09,1.15,250.7,248.08,1.47
"Y","N",0,0.7286,1.979,21.4,327.32,170.35,1.64
"N","N",0,0.1251,1.881,24.7,19.86,322.18,3.26
"N","N",0,0.2849,2.271,3.08,5.51,333.2,2.47
"N","N",0,0.4491,2.58,9.16,177.3,229.01,1.74
"Y","N",0,0.3121,1.202,25.2,56.11,117.96,3.5
"Y","N",0,0.5889,1.356,3.94,202.4,280.48,2.96
"Y","N",0,0.548,2.126,2.37,17.28,334.51,2.14
"Y","Y",0,0.1685,1.153,44.09,26.24,39.49,3.95
"Y","N",0,0.6088,1.868,13.58,71.15,210.98,2.21
"Y","N",0,0.1334,0.9661,11.64,32.64,193.54,3.87
"Y","N",0,0.3658,1.466,20.37,35.96,60.46,3.37
"Y","N",0,0.2922,1.584,16.86,206.9,138.5,3.45
"N","N",0,0.4693,2.876,11.75,242.23,189.42,1.12
"Y","N",0,0.2185,0.8382,16.42,199.51,22.18,3.95
"N","N",0,0.4644,2.532,25.83,222.03,155.28,1.88
"N","N",0,0.4015,2.733,28.17,204.97,260.91,2.4
"Y","N",0,0.6069,1.941,5.81,23.42,71.3,2.15
"Y","N",0,0.69,2.287,8.36,250.78,41.89,1.42
"Y","N",0,0.3599,1.61,13.18,214.86,128.79,3.3
"Y","Y",0,0.6475,2.587,29.36,24.08,311.6,1.85
"Y","N",0,0.8431,2.371,3.43,234.74,256.8,0.785
"Y","N",0,0.5595,1.911,4.02,36.15,59.3,2.26
"Y","N",0,0.3832,1.427,10.87,201.98,235.12,3.35
"Y","N",0,0.1926,1.327,20.65,210.53,193.42,3.84
"Y","N",0,0.5132,2.406,22.27,261.18,216.17,1.76
"N","N",0,0.398,2.753,6.12,52.71,330.07,1.61
"N","N",0,0.2415,2.125,3.51,37.49,305.57,2.77
"N","N",0,0.3273,2.375,20.66,255.46,99.25,2.76
"N","N",0,0.2783,2.279,6.21,134.49,307.21,2.36
"N","N",0,0.3659,2.2,7.11,6.32,23.62,2.46
"N","N",0,0.2974,2.247,24.29,34.5,26.99,2.57
"Y","N",0,0.4518,1.888,7.38,37.57,287.6,2.64
"N","N",0,0.1577,1.796,21.12,27.66,14.13,3.37
"N","N",0,0.1281,1.874,18.39,16.63,16.34,3.3
"N","N",0,0.1125,1.856,26.96,55.92,328.2,3.33
"Y","N",0,0.2187,1.362,17.42,44.38,288,3.72
"N","N",0,0.3228,2.323,7.77,58.37,2.67,2.29
"N","N",0,0.3708,2.471,8.45,67.73,285.89,2.12
"N","N",0,0.4272,2.568,18,190.97,183.59,1.79
"N","N",0,0.2845,2.284,21.72,215.37,256.21,2.66
"N","N",0,0.339,2.443,21.94,31.52,70.22,2.43
"N","N",0,0.4295,2.572,22,126.07,196.46,1.68
"N","N",0,0.3117,2.354,5.6,14.65,31.43,2.34
"N","N",0,0.3255,2.229,5.12,190.94,178.14,2.5
"N","N",0,0.2377,2.094,0.6,187.12,137.73,2.73
"N","N",0,0.388,2.622,10.77,264.39,320.36,1.46
"N","N",0,0.3628,2.607,5.76,317.41,110.91,1.83
"N","N",0,0.3983,2.661,8.48,355.16,6.17,1.73
"N","N",0,0.2527,2.203,7.13,118.99,215.93,2.61
"N","N",0,0.3249,2.276,21.61,250.06,108.95,2.81
"N","N",0,0.2546,2.226,6.55,104.63,292.25,2.65
"N","N",0,0.3696,2.581,17.4,97.05,239.28,2.05
"Y","N",0,0.6407,3.187,10.94,54.15,35.65,0.516
"N","N",0,0.2818,2.241,4.44,134,278.12,2.52
"N","N",0,0.3667,2.63,7.96,239.94,179.27,1.78
"N","N",0,0.4129,2.64,5.57,244.72,145.99,1.75
"N","N",0,0.323,2.307,20.85,309.32,80.74,2.83
"N","N",0,0.3937,2.622,6.45,299.79,28.52,1.73
"N","N",0,0.3299,2.253,6.02,80.3,248.5,2.38
"N","N",0,0.275,2.263,21.95,207.47,244.23,2.7
"N","N",0,0.3541,2.57,6.95,140.99,218.46,1.98
"N","N",0,0.3683,2.595,6.29,1.99,24.79,1.93
"N","N",0,0.1368,1.855,21.7,33.91,308.98,3.28
"N","N",0,0.2545,2.16,5.48,331.18,42.44,2.77
"Y","N",0,0.2915,1.396,4.69,23.58,21.14,3.6
"Y","N",0,0.7015,2.338,2.81,201.79,105.66,1.34
"Y","N",0,0.4376,1.84,10.68,16.49,19.86,2.82
"Y","N",0,0.5789,1.478,0.26,279.88,7.7,2.86
"Y","N",0,0.7245,1.971,6.31,210.68,271.53,1.79
"Y","N",0,0.7469,2.579,6.08,205.67,101.9,0.962
"Y","N",0,0.2359,1.162,11.67,208.97,113,3.85
"Y","N",0,0.1676,1.261,19.03,207.9,164.95,3.91
"N","N",0,0.3969,2.596,29.21,72.73,286.36,2.51
"Y","N",0,0.5734,2.334,9.7,204.74,178.98,1.79
"Y","N",0,0.6727,3.237,16.61,35.76,339.2,0.262
"Y","N",0,0.2567,1.032,7.28,33.49,249.96,3.82
"Y","N",0,0.1922,1.039,24.48,27.76,269.41,3.93
"Y","N",0,0.5791,2.385,3.13,176.04,180.23,1.68
"Y","N",0,0.7488,1.817,3.97,278.33,0.86,1.99
"Y","N",0,0.7258,2.168,1.71,209.14,267.61,1.41
"Y","N",0,0.132,1.131,30.47,29.38,322.19,3.96
"Y","N",0,0.2843,1.258,4.09,30.03,303,3.73
"Y","N",0,0.5346,1.921,4.95,210.62,224.66,2.37
"Y","N",0,0.5892,2.248,4.52,29.38,320.22,1.86
"Y","N",0,0.4833,0.7862,2.59,49.87,188.45,3.84
"Y","N",0,0.2348,1.233,0.7,202.94,242.73,3.67
"Y","N",0,0.3477,1.545,2.26,208.51,196.19,3.33
"Y","N",0,0.5581,2.051,1.76,214.81,218.17,2.13
"Y","N",0,0.3329,1.545,5.44,223.18,189.56,3.32
"Y","N",0,0.4715,1.648,7.07,42.34,287.62,2.96
"Y","N",0,0.215,0.9147,9.15,205.65,53.51,3.92
"Y","N",0,0.622,2.418,1.97,290.81,51.5,1.51
"Y","N",0,0.4138,1.645,4.62,209.5,151.51,3.13
"Y","N",0,0.2161,1.466,25.72,25.08,32.71,3.69
"Y","N",0,0.3156,1.475,8.21,210.41,171.32,3.52
"Y","N",0,0.1286,1.047,22.63,210.1,264.81,3.9
"Y","N",0,0.6027,2.668,2.92,211.74,200.33,1.13
